Word,V.Mean.Sum,V.SD.Sum,A.Mean.Sum,A.SD.Sum,D.Mean.Sum,D.SD.Sum
respiro,5.95,1.88,2.85,1.66,5.42,2.28
respiro,5.76,1.18,3.68,2.12,5.62,1.56
responder,6.15,1.35,3.44,2.08,6.79,2.2
responder,5.71,1.68,3.09,2.07,6,1.94
responsabilidad,3.45,2.04,4.58,2.04,4.24,2.34
responsabilidad,4.68,1.73,5.3,2.92,6.79,2.76
responsable,5.7,1.69,4.2,1.96,5.57,2.29
responsable,4,1.78,4.32,2.3,5.19,2.7
responsable,6.28,2.19,3,2.17,7.39,2.15
respuesta,6.1,1.41,4,2.89,5.95,2.04
respuesta,5.95,1.5,3.56,2.2,6.05,2.37
restablecer,6.14,1.85,4,2.51,6.18,2.59
restante,5.2,1.74,3.57,2.23,4.76,2
restauración,5.8,1.67,3.76,1.89,6.26,1.88
restaurante,6.95,1.08,4.19,2.33,5.82,1.85
restaurar,5.86,2.01,4.1,2.07,6.76,1.97
restitución,5.81,1.66,4.1,2.25,5.57,1.75
resto,5.63,1.12,4.18,2.48,5.27,2.37
restricción,3.53,1.58,4.67,2.2,5.32,2.64
restricción,3.47,1.43,4.05,2.31,4.45,2.48
restricción,4,2,4.58,2.69,3.48,2.2
restringido,3.83,1.69,4.59,2.54,3.43,2.63
restringir,3.48,2.14,4.35,2.31,3.52,2.04
resucitación,4.89,1.59,4.54,2.55,5.5,2.3
resucitar,6.41,2.09,4.76,2.93,4.27,2.14
resucitar,5.65,2.54,4.62,2.45,5.91,2.49
resucitar,6.53,1.95,3.92,2,6.11,2.04
resuello,3.67,1.91,4.24,2.49,3.63,2.31
resuelto,5.95,1.5,2.86,1.74,5.92,2.1
resultado,5.62,1.16,3.68,2.67,6.37,1.71
resultado,6.11,1.08,4.14,2.01,6.13,1.98
resumen,5.33,1.24,3.26,1.91,5.15,1.38
resumen,5.05,1.57,3.29,1.83,6.09,1.48
resumir,4.89,1.37,2.8,1.91,6.4,2.11
retardado,2.25,1.55,5.43,2.98,4.16,2.76
retardar,3.28,1.6,3.83,2.07,3.12,2.18
retención,3.11,1.13,4.14,2.1,4.7,2.64
retenedor,4.19,1.4,3.14,2.03,4.64,1.94
retener,3.7,2.03,3.47,2.14,4.36,2.16
retina,5.86,1.85,4.7,2.23,4.56,1.63
retina,4.32,1.39,3.65,2.13,4.71,2.26
retintín,5.55,1.5,3.75,1.89,5.22,1.83
retirada,4.92,2.58,4.12,2.49,4.68,2.36
retirada,4.45,2.06,4.32,2.64,4.41,2.52
retirar,4.11,1.59,3.95,2.1,4.67,2.58
retirarse,6.4,1.88,2.91,1.86,5.71,1.93
retorcerse,3.86,1.53,5.29,2.08,4.2,2.47
retórica,4.6,1.27,3.9,2.12,4.68,2.56
retórico,5.05,1.6,3.74,2.05,5.12,1.51
retozar,6.79,1.18,5.8,2.09,5.61,2.37
retozón,6.57,2.11,6.05,2.21,6.23,2.37
retracción,4.63,1.07,4.45,2.09,4.7,2.58
retractarse,3.89,1.15,4.5,2.41,5.29,1.98
retractor,4.95,1.16,2.81,1.83,4.74,2.14
retraer,5.38,1.43,3.5,2.02,4.86,1.88
retrasado,3.05,1.39,4.05,2.25,3.27,1.67
retraso,3.45,1.76,3,2.29,3.68,2.01
retraso,3.9,1.18,4,2.67,4.57,2.37
retratar,5.35,1.81,3.09,1.86,6.11,2.08
retrato,6.05,1.86,3.2,2.21,7,2.13
retrete,4.42,1.74,3.24,1.51,4.61,1.75
retro,5.6,1.31,4,2.43,5.76,2.35
retroactivo,4.77,1.51,3.92,2.54,5.22,2.28
retroceder,4.81,1.72,3.72,2.41,4.94,2.07
retroceder,4,1.92,5.28,2.44,4.12,2.64
retroceso,4.8,1.44,4.63,2.11,4.31,1.83
retrospección,5.76,1.51,3.23,1.54,4.86,1.71
retrospectiva,5.19,1.75,4.28,2.44,4.69,2.34
retumbar,5,1.46,4.5,2.41,4.94,1.89
reubicación,4.63,1.86,4.2,2.21,5.17,2.16
reunión,6.37,1.76,4.61,2.33,5.76,2.23
reunir,5.72,1.07,3.7,2.43,6.16,2.06
reunir,6.86,1.53,5.05,2.46,6.37,2.14
reunirse,6.09,1.54,3.71,2.12,5.89,1.91
reunirse con,5.85,1.87,3.26,2.05,5.72,2.14
revancha,5.95,1.61,4.82,2.11,6.57,1.6
revel,5.4,1.96,4.05,2.16,5.57,2.44
revelación,4.71,1.95,3.15,2.03,4.27,2.41
revelación,5.94,1.26,3.85,2.13,5.6,2.58
revelar,4,1.65,4.45,2.24,5.89,1.85
revelar,5.86,1.59,4.14,2.46,6.5,1.68
Reventar,4.27,2.14,4.78,2.56,4.42,2.34
reverencia,6.35,1.42,4.6,2.44,5.76,1.74
reverencia,6.11,1.71,3.25,2.2,5.08,1.89
reverendo,5.42,2.17,2.4,1.79,5,2.31
reverente,5.44,1.92,3.88,2.32,4.93,2.45
reversión,5.42,1.3,4.57,2.19,5,1.89
revertir,4.95,1.54,3.55,2.3,5.26,2.68
revés,3.5,1.77,4.61,2.03,4.9,2.55
revés,3.22,1.31,3.95,2.56,3.36,1.58
revestimiento,5.25,1.25,3.59,1.79,5.63,1.92
revisar,5.26,1.52,3.52,2.19,5.95,1.72
revisión,5.23,1.74,3.92,2.45,6.21,2
revisión,4.62,1.32,4.19,2.23,6.23,1.82
revista,5.91,1.77,3.23,2.23,6.31,2.04
revista,6.24,1.87,4.2,2.57,7.05,2.09
revista,4.67,1.68,3.65,2.31,5.41,1.97
revista,5.32,1.42,3.5,2.37,4.94,2.43
revista pornográfica,4.5,2.24,6,2.26,4.53,2.61
revocar,2.95,1.32,5,2.26,5,2.21
revolcarse,4.33,2.35,4.3,2.7,4.53,2.32
revoltoso,3.39,1.78,4.41,2.84,4.41,2.29
revolución,5.36,1.56,4.3,2.79,5.26,1.15
revolución,4.81,1.99,5.68,2.32,5.23,2.41
revolucionar,5.65,2.23,5.28,2.63,5.45,2.2
revolucionario,6.21,1.87,4.86,2.97,5.11,2.33
revólver,3.3,1.69,6.29,1.83,4.39,2.97
revuelta,4,1.57,4.36,2.71,4.97,2.57
revuelto,5.2,1.47,3.79,2.8,4.35,2.3
Rey,6,2.34,4.45,2.68,5.53,2.69
rey serpiente,3.26,2.05,6.64,2.52,3.8,2.67
Rico,6.83,2.31,6.81,2.04,6.83,2.38
rico,6.37,1.5,5.3,2.69,6.11,2.54
ridículo,3.95,2.22,4.78,2,4.79,1.93
ridículo,2.95,1.5,5.53,2.05,4.15,2.4
ridículo,3.67,2,5.65,2.83,3.78,2.16
riego,3.82,1.65,4.65,2.15,6.05,2.21
rienda suelta,4.6,1.23,5.14,2.54,5.68,2.23
riesgo,5.17,2.23,6.43,2.04,3.89,1.71
rifa,5.37,2.19,5.05,2.82,4.29,2
riff,4.63,1.61,4.71,2.31,4.88,2.62
rifi-rafe,4.05,1.47,4.57,2.18,4.21,2.68
rifle,4.3,1.66,6.14,2.2,5.28,2.75
righty,5.33,1.75,3.62,1.75,5.56,2.36
rígido,3.47,2.09,4.81,2.13,4.83,2.36
rígido,4.29,1.63,4,2.31,4.95,2.56
rigor,4.81,2.14,5.05,2.53,5.48,2.25
rigorista,3.74,1.63,3.82,2.68,5.22,2.07
riguroso,4.81,1.66,5.81,2.02,6.18,1.74
rima,6.58,1.57,3.59,2.4,6.09,2.02
rimel,4.79,1.81,4.55,2.42,6.27,1.8
riña,3.64,1.92,5.38,2.5,4.73,2.35
rincón,6.33,1.56,2.8,2.16,5.47,1.87
ringside,5.3,0.86,4.29,2.31,5.72,2.32
rinoceronte,6.25,1.29,4.1,2.17,5.17,2.6
rinoceronte,6,1.85,4.47,2.27,4.4,2.39
riñón,4.9,1.89,3.95,2.32,5.44,2.1
riñones,5.11,1.53,3.2,2.42,5.8,2.25
río,6.72,1.72,4.22,2.86,4.89,2.39
río abajo,5.61,2,3.55,2.44,3.8,1.73
riqueza,7.1,1.46,5.42,2.58,6.1,2.37
riqueza,7.33,1.93,5.24,2.4,6.53,2.39
risa,8.05,1.57,5.39,2.88,7.02,2.08
risible,6.21,1.96,5.6,2.3,5.46,2.4
risilla,7.95,1.28,5.39,2.81,4.75,2.07
risita,7.1,1.79,5.3,2.7,5.71,2.78
risotto,5.84,1.12,3.81,1.83,6.13,2.12
rítmico,6.3,1.87,5.05,2.21,6.26,1.97
ritmo,6.42,1.17,5.14,2.54,7,1.71
rito,5.58,0.9,3.9,1.81,5.41,2.26
ritual,4.52,1.6,4.1,2.55,5,2.37
ritualista,4.73,1.72,4.58,2.28,5.79,1.84
rival,4.58,1.17,4.81,2.44,4.74,2.22
rivalidad,4.57,2.16,5.05,2.34,5.64,1.89
rizado,5.71,2.17,5.52,2.89,5.33,2.45
rizo,5.72,1.67,3.05,1.79,5.4,1.96
roadie,5.37,1.89,4.63,2.77,5.3,2.15
róbalo,5.23,1.38,4.87,2.69,5.89,1.94
robando,2.75,1.21,4.57,2.31,5.5,2.83
robar,2.1,1.21,5.54,2.86,3.57,2.78
robar,2.17,1.15,5.3,2.79,3,1.85
Robin,6.63,2.17,2.64,2.24,4.35,2.12
roble,6.47,1.35,2.64,2.08,5.91,2.02
robo,2.26,1.52,6.33,2.59,2.85,2.01
robo,2.76,2.1,6.32,2.7,2.67,1.96
robot,6.18,1.65,4.43,2.64,5.14,2.51
robótica,5.05,1.54,4.6,2.41,4.29,2.63
robótica,4.95,1.88,4.55,2.37,5.65,2.52
robusto,6.1,1.33,5.24,2.74,5.76,2.26
robusto,6.19,1.54,3.27,1.91,6.62,1.72
rociar,5.06,1,4,2.21,6.22,2.21
rocín,2.3,1.56,4.72,2.78,3.96,2.73
rocío,4.79,1.75,3.04,1.8,5.67,2.08
Rocío montaña,5.47,3.03,5.05,3.06,5.74,2.32
rock,5.72,1.83,3.14,2.29,5.26,2.36
rock clasico,5.79,2,4.78,2.68,5.75,1.65
rodadora,5.67,2.2,3.25,2.29,4.94,2.37
rodar,5.72,1.27,3.9,2.64,5.11,2.35
rodear,5.42,2.09,3.32,2.4,4.43,1.71
rodeo,4.57,2.19,5.19,2.27,5.08,2.43
rodera,2.9,1.48,3.87,2.18,4,2.86
rodilla,4.7,1.49,4.25,2.27,5.38,1.86
rodillo,5.35,0.88,3.15,2.28,4.95,1.47
roedor,3.56,1.42,3.83,2.62,4.06,2.68
rojo,5.67,2.07,5.02,2.56,5.2,2.28
roman,5.55,1.61,4.36,2.65,5.78,2.03
romance,7.28,1.18,6.06,2.41,5,1.87
romántico,7.61,1.27,5.12,2.69,6.45,2.26
romero,6.37,2.03,3.59,2.2,6.19,2.11
rompecabezas,5.05,1.57,4,2.67,6.57,2.09
rompecabezas,6.53,1.81,4.42,2.78,5.86,2.49
rompecorazones,3.76,1.92,4.45,2.34,5,2.38
rompedor,3.91,1.19,4.75,2.43,5.52,1.56
rompehielos,5.68,2.08,3.82,2.65,5.83,2.04
romper,3.44,1.5,5.29,2.47,4.57,2.68
Ron,5.57,2.5,4.96,2.65,6.17,2.32
ronco,3.85,1.31,3.17,2.41,5.33,1.91
ronco,5.29,1.62,3.71,1.93,5.04,2.24
rondar,4.05,2.44,4.87,2.8,4.39,2.43
ronquido,3,1.25,3.71,1.98,3.85,2.06
ronroneo,6.43,2.44,3.84,2.41,6.53,2.39
ropa,5.38,2.2,4.3,2.22,6.19,1.72
ropa,6.77,1.31,3.14,1.71,5.47,2.55
ropa,6.37,1.71,4.44,2.49,6.72,1.59
ropa cama,5.05,1.9,3.65,2.76,6,1.84
ropa interior,5.35,1.73,4.46,2.26,5.7,2.43
Rosa,6.68,1.89,4.35,2.98,6.74,2.51
Rosa,7.11,2,2.8,1.99,6.22,2.07
rosario,5.26,2.16,3.36,2.17,4.5,2.35
rosquilla,6.32,1.16,3.6,1.82,5.17,2.12
rostro,4.77,1.34,3.35,2,5.83,2.08
rostro negro,3.2,1.74,4.43,2.38,4.48,2.24
rotación,5,1.1,4.1,2.61,5.43,2.2
rotar,5.24,1.26,3.35,2.57,5,2.21
roto,2.75,1.35,4.86,2.08,3.76,2.51
rotonda,5.74,1.63,3.05,2.21,4.93,1.76
rotonda,5.05,1.27,3.19,1.97,5.48,2.06
rotor,3.95,1.4,3.25,2.29,5.32,1.59
rótula,4.55,1.47,3.74,2.1,5.46,1.86
rotundo,5.7,1.38,4.33,2.5,5.48,2.35
rove,4.6,1.47,3.44,2.01,5.83,2.39
rubí,6.79,1.44,4.05,2.25,6,1.6
rubia,6,2.24,5.75,2.43,5.56,2.21
rubicundo,4.65,1.31,4.33,2.03,5,2.13
rubio,6.08,1.95,3,2.25,5.38,2.16
rubor,6.38,1.88,4.74,2.14,4.25,2.29
rubor,4.67,1.39,4.35,2.13,5.62,2.25
rudimentario,4.45,1.1,3,1.84,5.28,2.39
rueda,5.9,1.51,4,2.36,6.16,2.29
rueda andar,5.19,1.83,4.22,2.98,5.6,2.06
rufián,4.21,1.36,5.38,2.04,4.39,1.67
rugby,5.94,2.07,4.1,2.28,5.61,2.06
rugido,5.37,1.67,6.15,2.25,5.88,2.11
ruibarbo,6.45,1.64,4.3,2.27,5.73,1.85
ruido,3.36,2.28,5.75,2.59,5.47,2.76
ruido sordo,4.24,1.22,5.05,2.64,4.52,2.29
ruidoso,3.21,1.4,5.15,2.57,4.42,2.84
ruidoso,4.16,1.92,4.88,2.63,4.7,2.32
ruina,2.32,1.36,5.4,2.52,5.16,2.65
ruina,3.53,2.12,4.27,2.64,3.74,1.41
ruiseñor,6.37,1.57,4.62,1.86,5.48,2.35
ruleta,4.37,1.89,5.48,2.69,3.56,2.68
rumba,5.95,2.25,4.59,2.59,5.29,1.9
rumor,3.14,1.82,3.85,2.41,5.36,2.89
rumores,3.82,1.5,4.59,2.36,4.32,2.19
ruptura,6.35,1.76,5.68,2.4,6.58,1.87
ruptura,2.19,1.17,6.33,1.53,3.72,2.09
ruptura,3.21,1.75,5.26,2.43,3.32,1.89
rural,5.95,1.91,3.15,1.98,5.57,2.44
rústico,6,1.73,4.45,2.46,5.08,2.14
ruta,5.86,1.28,3.83,2.18,5.23,2.58
rutina,5.2,1.74,3.43,2.23,4.58,2.38
rutina,4.95,1.61,3.15,1.63,6.27,2.39
sabana,6.05,1.81,3.5,2.11,5.86,1.86
sabático,6,2.25,2.75,1.71,5.76,1.56
sabelotodo,5.1,1.92,5.45,2.35,5.4,2.84
sabelotodo,6.36,1.4,4.05,2.4,6.68,1.94
saber,6.82,1.44,3.24,2.02,5.78,1.96
sabiduría,7.94,1.63,3.77,3.02,7.14,1.8
sabio,5.11,1.71,4.45,2.5,5.44,2.85
sabio,7.42,1.39,4.46,2.77,6.86,1.79
sable,5.24,1.64,4.62,2.4,6,1.89
sable,4.5,2.01,4.48,2.63,5.61,2.48
sabor,6.45,1.7,4.41,2.46,6.95,1.53
sabor,6.7,1.34,3.64,2.44,6.67,1.47
saborear,4.55,1.61,4.45,1.9,5.56,2.01
sabotaje,2,1.22,5.15,2.74,3.64,2.92
saboteador,4,1.87,3.86,2.1,4.85,2.49
sabroso,6.89,1.75,5.28,2.19,6.18,2.27
sabueso,5,2.4,4.59,2.68,4.84,2.06
sabueso,5.3,1.66,4.27,2.37,5.84,1.5
sacacorchos,5.26,0.93,3.76,1.89,4.96,2.18
Sacar,6.63,1.89,4.45,2.28,6.42,1.84
sacerdocio,5,2.39,2.55,1.71,4.96,2.39
sacerdote,4.5,2.41,3.76,2.45,5.82,2.04
sacerdotisa,5.42,1.68,3.35,2.11,5.3,2.13
saco,4.35,1.6,2.85,1.79,3.55,1.6
saco,5.11,1.41,4.24,2.51,5,2.13
sacramento,5.61,2,3.35,2.08,4.24,1.92
sacrificatorio,3.2,1.58,5.94,2.6,4.46,2.92
sacrificio,4.76,2.1,4.95,2.19,5.6,2.28
sacrilegio,3.64,2.04,4.85,2.09,4.71,2.22
sacrílego,4.09,1.41,4.11,2.31,3.71,2.31
sacudida,4.43,1.72,6.63,1.98,4.76,1.73
sacudida,5,1.67,4.18,1.99,5.77,2.27
sacudir,4.59,1.82,5.2,2.71,6.37,2.11
sádico,2.11,1.37,5,2.47,4.32,2.38
sádico,2.62,1.94,5.25,2.65,3.43,2.31
saexposición,5.57,2.01,3.88,3.01,5,2.55
safari,6.15,1.53,5.67,2.2,5.65,2.18
saga,6.4,1.54,5.09,2.39,5.26,2.26
saggy,2.62,1.43,3.04,2.31,4.94,2.36
sagrado,6.95,1.6,5,2.75,5.12,2.45
sainted,5.44,2.48,3.45,1.97,5.91,1.95
sajuntas,4.38,1.75,3.75,1.94,5.38,2.42
sajusticia,2.84,1.38,4.67,2.87,3.45,1.6
sal,6.05,1.73,4.53,2.14,6.04,1.87
sala,4.43,1.8,3.28,2.56,4.21,2.1
salado,5.52,1.33,4.04,2.25,5.31,1.46
salado,5.1,2.13,3.94,1.95,5.14,1.81
salami,4.83,2.55,4.8,2.19,6.32,1.84
salario,6.42,2.09,4.86,2.4,5.05,2.48
salario,6,2.35,3.43,2.11,4.48,2.31
salchicha,6.32,1.67,4.8,2.53,6.27,1.58
saldar,6.5,1.68,6.22,2.83,5.42,2.34
salida,4.05,1.66,3.65,2.85,5.09,2.64
Salida,5.35,1.09,3.18,1.97,7,1.71
salida,5.45,1.15,3.5,2.09,6.31,2.09
salida,4.85,1.93,3.67,2.2,6.21,2.08
salida dsol,5.71,2.22,3.28,2.25,5.21,2.46
salina,4.76,1.26,3.2,2.38,5.26,1.94
salir,4.05,1.5,3.9,2.29,4.36,2.06
salir,4.68,1.64,4.48,2.11,5.47,1.97
salir,4.11,1.24,4.06,2.18,5.24,1.52
salir pitando,5.24,2.02,4.11,2.64,5.05,2.3
saliva,4.25,1.97,4,1.87,4.82,2.59
salmo,6.16,2.67,3.14,2.01,5.5,2.22
salmón,6.48,1.69,3.87,2.32,4.81,1.77
salmón ahumado,4.74,2,3.86,1.88,5.68,1.91
salmonela,2.55,1.47,4.33,2.99,3.56,2.22
salmonete,3.86,2.38,3.81,2.62,5.64,2.19
salmuera,6.52,2.02,3.48,2.42,5.84,2.01
salón,5.95,1.9,2.64,2.08,5.88,2.12
salón,5.85,2.16,2.71,1.85,5.29,1.9
salón,5.58,1.47,3.76,2.49,5.52,1.73
salón,5.45,2.06,3.35,1.87,3.68,2.17
salón baile,5.75,1.33,4.27,2.29,5.67,2.52
salpicaduras,4.1,1.89,3.4,2.43,4.68,2.21
salsa,6.21,1.65,3.85,2.23,5.87,1.55
salsa,6,1.53,5.41,2.43,5.88,1.83
salsa,6.58,1.87,3.95,2.5,5.85,1.76
salsa picante,6.32,2.19,5.04,2.82,5.83,2.37
salsa soja,6.81,1.63,4,2.92,5.69,2.01
salsa tomate,6.03,2.18,3.85,2.78,5.48,1.89
saltador,4.55,2.16,3.76,2.11,5,2.33
saltamontes,6.05,2.36,4.43,2.5,5.82,2.11
saltar,6.44,1.69,5.14,2.43,5.72,1.99
saltar,4.67,1.98,6.22,1.81,5.52,2.42
salto,5.89,1.91,3.71,2.55,5.04,1.93
salto,4.8,1.54,4,2.49,5.33,2.93
salto con esquís,5.11,1.33,5.5,2.58,5.36,2.45
salud,6.85,1.63,3.48,2.19,6,1.81
saludable,7.76,1.58,4.19,2.29,7,1.63
saludable,6.9,1.37,4.18,1.7,6.71,1.71
saludar,6.25,1.68,3.86,2.03,6.54,2.09
saludo,5.89,1.13,4.94,2.31,6.29,2.02
saludo,6.22,1.93,4.38,1.88,6.4,2.19
salvación,6.94,1.95,3.55,2.33,5.67,2.65
salvado,4.84,2.17,2.26,1.85,5.05,1.99
salvador,6.59,2.25,4.37,2.59,5.23,2.33
salvaguardar,5.5,1.69,3.17,1.95,4.94,2.3
salvaje,4.29,2.35,4.68,2.63,4.22,2.01
salvaje,5.89,1.49,4.3,2.77,4.64,1.97
salvaje,5.94,1.83,5.9,2.76,5.72,2.67
salvamento,5.16,1.57,4.57,1.99,5.74,2.16
Salvavidas,6.35,1.35,4.64,2.36,5.73,2.13
salvavidas,7.24,1.58,4.92,2.31,6.19,2.79
salvia,5.79,1.69,3.33,2.03,5.25,2.62
samba,5.95,1.68,4.5,2.23,5.88,2.03
samurai,5.5,1.15,5.24,1.61,6.91,1.93
sanar,7.41,1.73,4.32,2.54,5.18,2.59
sanatorio,3.33,2.52,4.11,2.49,3.09,2.18
sanatorio,3.36,1.71,4.1,2.19,3.68,2.53
sanción,4.43,1.89,4.4,2.11,5.14,1.9
sandía,6.75,1.94,4.64,2.48,6.48,1.89
sandman,4.9,1.52,3.55,2.24,5,1.83
saneamiento,4.76,2.51,4.3,2.25,6.33,2.27
sangrador,3.29,1.52,5.9,2.05,3.6,1.94
sangrar,2.47,1.43,5,2.31,3.75,1.87
sangre,3.48,1.94,5.76,1.67,3.94,1.43
sangre,5.05,1.86,3.77,1.93,4.7,2.15
sangriento,2.86,2.29,5.76,2.32,3.75,2.1
sangriento,2.57,1.66,5.1,2.22,4.32,2.46
sanguijuela,2.43,1.83,4.09,2.72,4.5,2.64
sanguinario,2.55,1.76,4.9,2.73,4.68,2.71
sanitario,6.33,1.91,3.09,2.11,7.44,1.72
santidad,5.18,2.4,3.48,2.38,5,2.37
santidad,5.43,1.86,3.79,2.59,5.64,2.53
santificado,5.45,1.47,3.45,2.11,4.95,2.24
santo,6.06,2.65,3.37,2.87,4.78,2.51
santo,6.4,1.82,3.48,2.55,5.82,2.44
santuario,7.05,1.19,2.64,2.13,6.15,2.68
santuario,5.09,0.81,3.74,2.32,6.21,1.72
santuario,5.38,1.47,3.35,2.1,5.31,2.19
sapiens,5.81,1.99,2.95,1.76,5.62,2.21
sapo,6,1.33,3.62,2.78,4.84,2.19
saprensa,4.83,1.69,4.11,2.4,4.94,2.33
saqueo,4,2.22,5.05,2.39,4.46,2.48
sarampión,2.57,1.82,4.5,2.52,4.1,2.39
sarcasmo,4.81,2.25,5.29,2.26,5.72,2.53
sarcástico,4.24,2.36,5.19,1.94,5.35,2.51
sarcástico,3.33,1.91,4.09,1.93,4.19,2.58
sarcófago,4.81,1.89,3.7,1.92,4.58,1.88
sardina,4.24,2.19,3.95,2.48,5.38,2.71
sargento,3.89,2.42,5.1,2.72,3.83,2.66
sarnoso,4.3,1.84,4.86,2.44,4.53,2.22
sarro,4.52,1.25,2.73,1.91,5.38,2.32
sartén,5.85,1.9,3.24,2.66,5.33,2.32
sasafrás,5.48,1.57,3.67,2.11,5.48,2.04
sashimi,4.77,1.9,5.11,2.38,4.43,1.78
Sastre,5.29,2.03,3.61,2.41,6.17,2.38
satánico,1.94,1.39,5.26,2.7,3.92,2
satchel,5.21,1.55,3.36,2.13,5.46,1.45
satélite,5.56,1.66,5.17,2.55,4.53,2.29
satén,6.24,1.81,3.7,2.24,5.58,2
sátira,5.81,2.09,3.73,2.37,5.63,2
sátiro,4.05,2.01,4.14,2.17,5.25,1.8
satisfacción,7.18,1.87,3.18,2.92,6.44,2.12
satisfacer,7.09,1.6,5.53,2.67,6.33,1.96
satisfactorio,6.62,1.6,3.14,2.51,6.12,2.07
satisfactorio,7.48,1.78,4.83,2.62,6.73,2.05
satisfecho,7.82,1.18,4.25,3.01,6.84,2.57
satisfecho,7.16,1.26,3.95,2.67,6.26,1.88
saturación,4.42,1.61,3.86,1.86,4.64,2.11
saturado,4.77,1.34,4.95,2.01,5.14,1.59
sauce,5.95,1.73,2.78,1.99,4.75,1.78
Sauce llorón,6.53,1.78,3.7,2.77,5.29,1.99
sauna,5.68,1.89,4.95,2.42,5.77,1.8
savia,4.19,1.5,3.92,1.82,4.77,2.41
saxo,6.16,1.46,3.4,2.64,5.62,1.66
saxofón,6.32,1.42,4.67,2.44,5.74,2.14
sayonara,5.22,1.56,3.15,2.21,4.92,1.66
sazonado,7.16,1.42,3.75,2.4,6.55,2.04
Scat,3.68,1.83,5.33,1.59,5.17,2.35
schlep,4.55,1.57,3.59,1.84,5.07,2.4
Schmuck,3.95,1.43,4.95,2.11,4.44,2.4
scooter,5.42,1.39,3.72,1.84,5.35,2.34
scrabble,6.14,2.03,3.52,2.04,6.56,2.16
Scrambler,4.86,1.93,3.44,2.38,5.21,1.9
se acabó tiempo,4.05,1.86,3.81,1.83,4.72,2.53
se ha podido recuperar,5.32,1.49,4.05,2.54,5.6,2.19
secador pelo,5.52,1.81,2.61,1.95,6.23,1.56
secadora,5.21,2.18,2.43,1.43,4.57,1.97
sección,5.05,1.05,3.75,1.68,6,2.45
seco,4.86,1.75,3.8,2.14,6.21,2.78
secoya,5.68,1.25,3.15,2.16,4.9,2.31
secretario,5.18,1.84,3.8,2.17,6.68,2.26
secretario Estado,4.29,1.62,3.52,2.06,5.85,2.38
secreto,4.15,1.31,5.18,2.86,5.08,2.72
secreto,5.33,1.96,4.14,2.1,5.41,2.81
secta,3.81,1.57,3.5,2.02,4.71,2.05
sector,4.67,0.73,4,1.58,5.18,2.04
secuaz,3.3,2.2,3.75,2.15,3.55,2.36
secuencia,5.84,1.86,2.9,2.02,5.92,2.14
secuestrador,1.85,1.39,6.75,2.65,2.88,2.03
secuestrador,1.77,1.02,6.52,1.81,3.33,2.32
secuestrar,2.42,1.61,5.9,2.57,2.75,2.13
secuestrar,2.19,1.29,5.59,2.75,2.37,2.02
secuestro,2.05,1.31,5.33,2.2,3.02,2.42
secuestro,1.84,1.5,6.1,2.23,3.06,2.28
secuestro,2.05,1.57,5.36,2.61,2.47,1.98
secular,4.81,1.69,3.52,2.04,5.09,1.9
secundario,4.77,0.97,3.85,2.05,4.96,1.69
sed,4.14,1.88,4.12,2.72,6,2.29
seda,6.55,1.93,3.88,2.5,5.55,2.37
seda,6.38,1.88,2.7,2.03,5.8,2.57
sedación,4.38,1.6,3.48,2.09,4.12,2.62
sedán,5.05,1.78,3.39,2.25,6,1.48
sedante,4.89,1.88,3.45,2.7,4.21,2.82
sede,5.14,1.35,3.81,2.12,5.46,1.82
sede,4.95,1.72,4.04,2.07,5.89,2.13
sedición,3.86,1.65,4.13,2.24,4.57,1.86
sediento,4.48,1.91,4.08,2.67,6.2,1.82
sedimento,5.11,1.37,2.91,2.51,4.43,1.62
sedoso,7,2.06,3.73,2.47,5.93,1.7
seducción,6.86,2.08,7.16,1.98,4.9,2.88
seducir,6.74,1.82,6.23,2.58,6.18,2.86
seductor,3.84,2.03,6.33,1.91,5.57,2.86
seductor,6.2,2.26,6.52,2.16,5.85,2.6
seductor,4.63,1.8,3.95,2.3,5.21,1.84
segar,4.94,1.86,4.17,2.39,5.58,1.68
segmento,4.63,1.42,3.61,2.12,5.29,1.83
segregación,3.05,1.93,4.09,2.24,3.59,1.97
seguidor,4.86,1.98,3.4,2.27,4.58,2.17
seguir,4.82,1.05,3.76,2.34,4.81,2.43
segunda mano,5.53,1.9,3.77,2.22,3.93,1.86
segundo,4.74,1.91,2.95,1.79,4.52,1.9
segundo,5.23,1.57,3.48,1.91,5.35,2.06
seguridad,7.14,1.35,3.8,2.42,6.47,2.89
seguridad,6.41,1.4,4.19,2.04,6,2.18
seguridades,6.05,1.99,3.55,1.99,5.91,2.5
seguros,3.76,2.51,3.8,2.59,5.84,2.29
seis,4.85,1.6,3.18,2.13,5.58,2.19
seis peniques,4.62,1.63,3.52,2.15,5.22,2.16
selección,5.1,1.83,3.95,2.04,6.82,1.87
seleccionar,6.1,1.64,4.05,2.44,5.46,2.32
selectivo,5.21,1.58,3.95,2.16,6.45,2.61
selectman,4.84,1.5,2.8,1.77,4.55,2.35
selenio,4.86,1.21,2.71,1.93,4.5,1.71
sello,5.8,1.44,3.45,2.21,6.69,1.81
selva,5.7,2.18,4.06,2.58,4.5,2.38
selva,7.11,1.78,3.4,2.54,5.05,2.39
semáforo,4.76,1.67,4.9,2.71,3.67,2.35
semana,5.27,1.83,3.33,2.03,5.28,2.32
semántica,5,1.81,4.21,2.55,5.11,2.5
